id,valor,peso,volumen,categoria
8987,73,70,74,2
8988,544,46,20,1
8989,544,69,19,4
8990,444,19,80,1
8991,467,9,15,4
8992,727,14,19,3
8993,741,16,48,1
8994,459,1,86,2
8995,712,9,4,2
8996,303,60,88,2
8997,28,71,55,4
8998,731,70,63,5
8999,763,24,73,1
9000,695,61,83,3
9001,649,52,41,1
9002,477,56,72,5
9003,878,34,28,5
9004,348,36,94,1
9005,583,40,18,3
9006,667,63,100,3
9007,826,54,75,1
9008,216,26,88,2
9009,531,99,89,2
9010,336,90,7,2
9011,481,10,27,2
9012,718,28,96,5
9013,694,68,89,5
9014,458,84,78,3
9015,845,68,72,4
9016,513,67,63,2
9017,704,41,26,3
9018,812,4,96,3
9019,471,86,71,3
9020,740,56,67,2
9021,552,80,89,2
9022,454,96,7,5
9023,846,92,68,1
9024,851,34,14,5
9025,40,81,94,5
9026,156,58,81,3
9027,825,11,71,5
9028,140,75,67,1
9029,891,21,43,3
9030,419,69,45,1
9031,91,25,90,1
9032,871,22,100,5
9033,589,72,76,4
9034,210,80,67,2
9035,653,77,91,5
9036,833,70,94,3
9037,871,72,87,5
9038,73,13,85,2
9039,612,92,39,5
9040,66,49,68,2
9041,335,29,47,3
9042,685,94,92,1
9043,828,42,46,5
9044,394,35,24,4
9045,379,39,12,5
9046,972,99,58,2
9047,136,85,36,5
9048,552,99,54,3
9049,45,49,96,2
9050,282,32,2,3
9051,85,21,59,4
9052,146,54,5,5
9053,386,82,63,2
9054,120,51,32,4
9055,424,20,16,1
9056,511,86,9,1
9057,56,89,52,5
9058,255,47,10,5
9059,430,37,92,5
9060,727,83,82,1
9061,874,59,98,4
9062,766,1,61,5
9063,372,41,19,3
9064,690,20,100,4
9065,473,82,73,3
9066,500,79,44,4
9067,416,24,51,3
9068,373,15,75,1
9069,876,7,89,5
9070,235,99,90,1
9071,348,34,31,1
9072,730,84,31,3
9073,62,63,38,3
9074,724,72,33,2
9075,633,14,67,1
9076,737,45,90,5
9077,438,31,17,1
9078,326,93,44,1
9079,717,6,2,5
9080,322,71,78,3
9081,674,76,74,4
9082,814,5,79,4
9083,686,65,44,5
9084,984,97,57,2
9085,210,59,30,1
9086,697,7,93,3
9087,187,69,9,3
9088,883,43,92,5
9089,283,80,38,4
9090,664,8,33,4
9091,879,92,11,1
9092,47,41,21,5
9093,293,60,12,3
9094,75,18,76,3
9095,172,44,92,1
9096,374,47,68,1
9097,233,74,25,5
9098,579,47,57,4
9099,771,44,76,1
9100,674,98,45,1
9101,892,12,63,3
9102,991,66,82,2
9103,53,20,33,5
9104,576,37,73,1
9105,555,37,79,2
9106,290,52,19,4
9107,63,80,58,2
9108,692,17,33,1
9109,618,23,6,1
9110,108,35,71,1
9111,374,58,68,2
9112,834,10,86,2
9113,180,21,49,4
9114,737,37,78,1
9115,787,35,23,2
9116,200,80,60,5
9117,744,3,32,4
9118,113,27,72,1
9119,307,2,17,5
9120,156,36,32,5
9121,597,45,36,1
9122,30,78,10,5
9123,297,82,66,4
9124,107,34,57,1
9125,128,21,22,3
9126,180,96,7,4
9127,675,83,47,2
9128,833,69,10,5
9129,153,48,31,3
9130,768,72,31,3
9131,414,100,31,3
9132,89,18,94,3
9133,553,24,79,3
9134,662,13,52,5
9135,98,86,65,1
9136,163,18,42,3
9137,633,78,79,2
9138,688,7,68,3
9139,157,70,35,2
9140,52,74,72,5
9141,954,14,27,3
9142,96,6,48,2
9143,858,9,56,3
9144,56,83,98,3
9145,831,23,14,1
9146,923,56,46,1
9147,378,35,47,3
9148,837,91,66,1
9149,68,67,96,1
9150,156,63,75,3
9151,640,82,19,3
9152,179,36,88,2
9153,425,9,66,3
9154,509,89,73,3
9155,484,74,29,2
9156,370,45,86,2
9157,473,11,22,3
9158,936,77,80,2
9159,65,66,100,4
9160,698,33,17,4
9161,245,34,70,2
9162,782,23,24,1
9163,264,74,31,5
9164,602,24,18,1
9165,113,32,68,4
9166,782,37,51,3
9167,370,75,44,3
9168,394,100,96,2
9169,771,98,21,2
9170,390,12,55,4
9171,617,71,47,5
9172,812,35,77,5
9173,510,12,86,1
9174,754,31,78,4
9175,957,68,27,3
9176,275,26,89,1
9177,775,34,93,3
9178,72,69,63,4
9179,153,95,51,1
9180,164,34,13,3
9181,22,68,64,3
9182,365,92,11,4
9183,329,4,17,1
9184,943,76,33,4
9185,340,16,84,1
9186,651,58,72,4
9187,640,14,95,3
9188,215,31,99,5
9189,833,22,59,4
9190,666,52,65,1
9191,67,52,22,1
9192,962,66,54,3
9193,384,2,77,2
9194,529,78,2,2
9195,739,50,74,2
9196,173,93,96,3
9197,231,70,46,1
9198,123,5,61,2
9199,382,31,36,4
9200,829,57,1,2
9201,800,66,58,1
9202,987,7,59,5
9203,64,57,6,4
9204,885,31,85,2
9205,352,9,62,5
9206,495,60,97,1
9207,951,81,99,3
9208,868,77,91,1
9209,225,3,84,1
9210,712,22,97,4
9211,576,71,9,4
9212,602,89,69,2
9213,228,91,40,5
9214,603,44,38,1
9215,381,73,14,2
9216,942,80,76,1
9217,11,54,77,3
9218,743,11,1,2
9219,376,9,61,3
9220,458,85,78,2
9221,431,77,16,1
9222,977,68,25,5
9223,721,33,15,5
9224,336,51,45,2
9225,200,90,45,1
9226,165,3,56,3
9227,667,80,7,4
9228,873,8,19,5
9229,233,71,67,5
9230,474,33,50,4
9231,137,86,81,2
9232,621,97,14,2
9233,380,32,82,5
9234,573,97,11,2
9235,379,14,25,4
9236,522,93,85,4
9237,442,64,44,4
9238,907,16,58,5
9239,571,37,27,4
9240,612,47,58,3
9241,403,71,100,5
9242,883,66,75,4
9243,542,3,47,5
9244,193,30,31,1
9245,776,12,46,4
9246,884,100,15,4
9247,513,27,65,2
9248,522,53,89,1
9249,990,40,12,4
9250,138,97,14,3
9251,685,21,38,5
9252,736,75,41,5
9253,631,22,77,3
9254,553,99,54,1
9255,97,68,42,2
9256,550,51,47,5
9257,902,49,91,5
9258,824,43,38,5
9259,720,44,40,1
9260,240,41,35,4
9261,80,85,34,3
9262,466,60,96,5
9263,320,82,91,4
9264,236,82,20,3
9265,524,1,68,1
9266,53,98,23,1
9267,461,41,34,5
9268,716,20,52,5
9269,168,82,90,5
9270,300,29,74,2
9271,782,91,97,2
9272,504,55,62,4
9273,341,28,68,5
9274,469,67,44,1
9275,857,14,6,1
9276,884,25,86,4
9277,511,9,50,2
9278,368,92,100,3
9279,120,27,60,5
9280,685,25,94,5
9281,783,73,65,4
9282,125,77,38,3
9283,147,82,89,5
9284,752,37,76,3
9285,656,89,51,3
9286,158,87,33,4
9287,145,60,73,1
9288,168,28,71,3
9289,696,59,46,4
9290,144,72,32,4
9291,327,85,71,2
9292,122,65,83,1
9293,764,49,19,2
9294,722,39,67,2
9295,751,7,19,3
9296,166,100,24,2
9297,372,74,80,3
9298,741,33,93,1
9299,68,22,2,4
9300,702,28,28,1
9301,341,34,55,3
9302,111,71,65,2
9303,332,50,64,3
9304,836,1,18,2
9305,932,59,54,3
9306,924,75,21,4
9307,609,28,41,2
9308,777,47,61,4
9309,500,10,92,5
9310,383,55,22,2
9311,612,70,63,1
9312,445,49,49,3
9313,960,17,74,5
9314,119,80,22,1
9315,976,37,73,1
9316,916,85,31,2
9317,745,44,72,2
9318,302,32,56,4
9319,631,75,49,3
9320,829,66,84,3
9321,852,3,81,1
9322,493,39,39,4
9323,833,92,50,1
9324,254,37,51,2
9325,150,82,70,5
9326,342,21,27,4
9327,957,74,78,1
9328,789,44,63,4
9329,841,3,76,3
9330,603,16,97,3
9331,199,85,95,3
9332,407,4,53,1
9333,131,61,55,2
9334,615,58,100,1
9335,976,78,97,5
9336,355,89,100,2
9337,461,67,86,2
9338,224,77,51,1
9339,967,77,95,3
9340,687,86,80,4
9341,184,38,73,5
9342,622,29,10,5
9343,122,77,11,5
9344,727,6,15,2
9345,473,75,36,5
9346,555,3,71,1
9347,688,26,52,5
9348,470,77,40,2
9349,864,1,34,3
9350,267,24,75,4
9351,366,45,85,4
9352,334,86,71,3
9353,54,34,39,4
9354,350,27,82,5
9355,968,8,47,5
9356,827,10,70,1
9357,968,37,82,5
9358,86,99,72,2
9359,540,15,2,2
9360,259,34,93,4
9361,927,45,80,4
9362,982,75,81,3
9363,20,84,29,1
9364,40,17,10,4
9365,226,25,51,1
9366,849,92,87,4
9367,620,45,93,4
9368,505,34,89,5
9369,459,7,28,4
9370,918,78,39,3
9371,508,76,33,5
9372,666,75,100,2
9373,35,57,90,5
9374,13,45,37,4
9375,177,47,76,1
9376,60,6,56,5
9377,302,62,14,1
9378,774,86,22,3
9379,231,78,28,1
9380,591,91,66,3
9381,27,74,25,1
9382,437,32,34,2
9383,886,95,79,1
9384,630,71,34,1
9385,704,20,85,2
9386,599,80,79,4
9387,752,96,58,5
9388,319,9,75,5
9389,214,46,78,5
9390,807,9,83,5
9391,478,16,20,2
9392,108,3,75,1
9393,888,45,66,5
9394,152,78,94,2
9395,990,16,44,2
9396,599,89,78,1
9397,739,55,97,1
9398,123,48,59,1
9399,695,9,90,1
9400,876,26,98,2
9401,517,65,84,1
9402,433,9,43,1
9403,261,88,82,4
9404,986,74,26,2
9405,65,22,82,1
9406,624,49,96,3
9407,259,90,8,5
9408,498,43,9,3
9409,269,17,13,2
9410,232,93,11,1
9411,955,97,28,3
9412,449,46,90,1
9413,681,67,62,3
9414,709,38,83,2
9415,879,7,65,3
9416,891,32,54,4
9417,284,73,89,2
9418,546,67,91,2
9419,49,73,40,1
9420,949,16,25,2
9421,943,78,96,1
9422,884,19,57,2
9423,651,1,87,4
9424,778,57,64,5
9425,983,4,69,2
9426,976,74,6,4
9427,147,25,46,3
9428,391,80,79,1
9429,169,72,98,2
9430,322,95,43,3
9431,282,4,58,3
9432,68,97,15,4
9433,749,31,19,3
9434,243,60,80,1
9435,102,18,44,3
9436,32,41,35,1
9437,702,78,10,3
9438,890,31,91,1
9439,114,62,100,4
9440,304,67,9,2
9441,15,60,41,5
9442,634,36,34,2
9443,839,78,72,1
9444,357,26,74,1
9445,942,27,10,3
9446,313,7,47,5
9447,503,52,55,3
9448,307,38,67,4
9449,649,44,58,4
9450,122,83,48,4
9451,363,50,50,4
9452,923,50,49,1
9453,23,12,44,5
9454,823,22,79,5
9455,518,25,25,3
9456,470,66,57,1
9457,1000,74,65,4
9458,698,55,50,3
9459,361,11,82,3
9460,500,9,100,2
9461,463,91,7,3
9462,686,75,5,3
9463,258,20,36,3
9464,742,76,50,1
9465,38,82,62,3
9466,417,1,93,3
9467,505,40,71,2
9468,226,78,77,5
9469,724,77,91,5
9470,43,91,45,5
9471,683,12,10,3
9472,416,1,95,3
9473,442,93,99,1
9474,66,64,72,4
9475,585,17,51,2
9476,972,47,13,1
9477,897,59,70,3
9478,266,52,91,1
9479,435,52,82,1
9480,395,89,86,2
9481,640,86,15,4
9482,653,77,20,2
9483,418,23,18,3
9484,31,3,22,5
9485,541,39,49,5
9486,506,77,25,1
9487,688,67,71,2
9488,364,25,89,2
9489,648,92,72,3
9490,284,67,1,2
9491,867,53,83,2
9492,132,33,38,2
9493,665,41,66,4
9494,862,23,15,5
9495,436,13,10,3
9496,396,9,2,1
9497,900,93,53,5
9498,852,70,6,5
9499,235,81,26,4
9500,393,85,81,2
9501,393,56,21,4
9502,74,9,8,5
9503,763,16,45,5
9504,729,32,69,2
9505,144,8,15,5
9506,758,18,73,4
9507,384,65,8,2
9508,21,99,29,1
9509,19,61,24,3
9510,425,25,13,1
9511,113,74,90,5
9512,590,11,94,1
9513,352,99,68,1
9514,212,51,62,3
9515,138,27,1,4
9516,933,95,56,3
9517,928,75,34,4
9518,334,48,41,1
9519,709,75,57,2
9520,927,23,3,5
9521,711,78,34,5
9522,188,26,52,5
9523,510,61,14,5
9524,210,95,41,5
9525,415,96,32,1
9526,157,75,1,2
9527,971,71,95,5
9528,489,4,100,3
9529,677,74,7,2
9530,126,23,92,1
9531,634,10,85,4
9532,900,51,45,1
9533,58,97,19,4
9534,75,52,19,2
9535,416,66,12,2
9536,175,71,45,4
9537,347,10,47,5
9538,435,49,65,2
9539,938,96,11,3
9540,108,73,86,4
9541,511,17,77,5
9542,223,47,83,2
9543,925,92,64,3
9544,114,71,90,5
9545,795,24,76,1
9546,46,7,80,5
9547,146,21,23,2
9548,581,29,27,2
9549,665,67,61,5
9550,117,33,66,3
9551,925,78,17,3
9552,601,93,35,3
9553,465,35,29,5
9554,360,43,3,2
9555,982,18,63,5
9556,506,76,39,3
9557,544,83,39,3
9558,366,32,47,4
9559,283,75,19,3
9560,561,5,85,1
9561,161,79,4,5
9562,254,68,98,5
9563,831,72,60,5
9564,930,16,45,2
9565,984,47,30,2
9566,248,73,64,5
9567,384,42,63,5
9568,312,52,62,3
9569,283,61,6,2
9570,913,39,89,3
9571,972,95,72,4
9572,686,34,56,1
9573,134,99,19,3
9574,296,94,90,3
9575,181,61,93,4
9576,528,33,72,4
9577,119,53,27,4
9578,959,84,27,1
9579,303,62,20,1
9580,137,11,24,4
9581,646,8,46,3
9582,558,23,13,2
9583,804,13,79,2
9584,31,83,39,4
9585,78,95,80,1
9586,740,80,91,4
9587,244,27,46,4
9588,192,72,38,3
9589,527,69,6,3
9590,718,34,55,3
9591,831,90,28,2
9592,905,41,100,4
9593,921,76,78,4
9594,815,2,58,4
9595,198,46,68,3
9596,716,57,99,4
9597,546,84,28,4
9598,687,57,98,2
9599,185,14,33,5
9600,547,47,18,3
9601,32,76,34,1
9602,867,86,5,4
9603,435,78,77,1
9604,954,53,99,1
9605,428,56,96,4
9606,45,13,75,4
9607,646,45,25,5
9608,512,54,13,2
9609,873,34,36,5
9610,630,46,16,3
9611,214,4,100,2
9612,756,85,97,4
9613,303,23,17,3
9614,508,20,50,5
9615,183,60,74,4
9616,368,72,19,5
9617,338,95,57,1
9618,729,98,49,5
9619,530,39,14,5
9620,916,74,93,4
9621,687,23,2,4
9622,542,3,63,5
9623,995,96,100,4
9624,859,52,7,4
9625,954,33,62,4
9626,803,72,41,1
9627,326,15,47,4
9628,155,44,36,5
9629,859,32,4,1
9630,159,65,13,4
9631,409,56,100,4
9632,181,53,15,4
9633,916,5,89,2
9634,41,22,76,1
9635,659,24,77,1
9636,500,98,100,2
9637,53,24,24,5
9638,402,42,45,3
9639,923,45,57,3
9640,54,33,41,2
9641,422,89,97,1
9642,603,19,64,3
9643,716,35,78,3
9644,639,81,24,5
9645,876,80,74,2
9646,745,98,100,2
9647,805,17,83,3
9648,952,73,16,1
9649,503,64,59,5
9650,336,27,84,4
9651,765,40,73,3
9652,998,29,26,4
9653,738,37,56,5
9654,320,97,17,5
9655,897,17,60,1
9656,827,44,55,4
9657,227,98,34,4
9658,388,59,98,1
9659,15,83,99,1
9660,981,6,100,5
9661,482,57,97,1
9662,402,39,3,1
9663,232,64,95,2
9664,23,87,55,2
9665,84,50,29,1
9666,97,28,86,4
9667,595,74,91,2
9668,692,51,98,5
9669,515,38,64,1
9670,581,44,49,4
9671,848,1,65,2
9672,804,61,79,5
9673,199,41,66,1
9674,207,54,59,2
9675,681,22,100,3
9676,40,92,10,5
9677,86,19,40,4
9678,824,23,85,2
9679,740,93,90,5
9680,329,17,9,1
9681,67,30,86,3
9682,733,88,70,1
9683,346,42,38,2
9684,959,2,7,4
9685,776,82,31,2
9686,48,16,75,1
9687,337,47,73,2
9688,711,52,54,2
9689,780,22,59,4
9690,294,16,74,4
9691,593,57,2,5
9692,903,1,55,4
9693,870,6,89,5
9694,450,71,51,2
9695,422,32,45,5
9696,897,91,79,5
9697,135,81,62,5
9698,996,58,60,1
9699,788,9,77,4
9700,357,41,38,3
9701,727,24,50,4
9702,575,25,72,3
9703,780,48,28,1
9704,155,88,30,3
9705,512,87,35,2
9706,573,18,6,1
9707,515,10,37,1
9708,539,8,43,5
9709,291,92,91,5
9710,193,96,69,3
9711,926,54,54,1
9712,878,14,13,4
9713,499,86,46,4
9714,18,84,45,2
9715,375,47,67,3
9716,939,100,9,5
9717,334,60,45,1
9718,461,26,78,2
9719,449,88,3,1
9720,713,22,89,2
9721,519,93,59,3
9722,171,65,23,2
9723,243,19,44,2
9724,929,81,53,5
9725,200,50,27,2
9726,390,81,63,4
9727,446,5,40,2
9728,569,69,25,3
9729,88,98,3,5
9730,258,6,10,4
9731,343,34,78,4
9732,719,62,62,3
9733,854,86,29,4
9734,887,89,40,2
9735,407,35,41,4
9736,107,97,98,2
9737,147,4,35,3
9738,326,55,8,5
9739,160,73,5,5
9740,299,79,87,2
9741,346,65,13,4
9742,649,100,100,1
9743,240,20,28,1
9744,973,59,18,1
9745,516,66,24,5
9746,933,44,99,3
9747,817,92,32,3
9748,409,21,25,2
9749,892,53,92,1
9750,425,62,66,5
9751,174,66,44,2
9752,635,34,39,5
9753,364,88,1,3
9754,807,36,89,4
9755,970,32,72,1
9756,553,32,27,3
9757,1000,26,59,2
9758,685,1,69,4
9759,847,62,1,1
9760,228,95,67,3
9761,897,3,69,2
9762,419,70,37,2
9763,741,6,75,4
9764,611,52,30,4
9765,926,78,56,5
9766,793,6,22,1
9767,350,99,88,4
9768,59,72,52,1
9769,487,7,76,1
9770,289,43,22,1
9771,927,45,58,3
9772,113,1,20,1
9773,999,38,20,1
9774,614,14,43,2
9775,887,43,76,4
9776,601,14,2,4
9777,881,86,45,4
9778,933,5,50,3
9779,697,67,7,5
9780,748,96,34,2
9781,358,62,12,5
9782,155,84,19,3
9783,335,27,90,1
9784,374,49,73,4
9785,92,97,60,5
9786,487,21,98,4
9787,848,29,46,4
9788,778,67,20,2
9789,567,24,8,1
9790,354,6,23,5
9791,722,5,50,1
9792,754,24,52,5
9793,95,34,74,1
9794,835,72,91,2
9795,576,34,76,4
9796,755,26,16,5
9797,172,57,8,3
9798,327,27,48,5
9799,998,58,44,1
9800,729,21,70,3
9801,212,78,6,5
9802,551,67,71,3
9803,999,26,36,4
9804,898,99,39,3
9805,693,17,60,1
9806,62,27,8,3
9807,30,95,38,2
9808,749,31,18,3
9809,610,92,29,3
9810,799,23,80,1
9811,778,46,53,5
9812,292,30,81,3
9813,194,61,29,3
9814,192,20,68,5
9815,690,57,66,4
9816,421,64,11,5
9817,912,46,51,3
9818,413,37,59,2
9819,201,28,14,5
9820,411,88,23,2
9821,252,31,90,1
9822,535,88,49,2
9823,693,58,96,5
9824,121,41,84,5
9825,588,44,15,4
9826,304,44,49,2
9827,694,100,25,4
9828,540,37,69,2
9829,454,4,87,4
9830,871,38,48,5
9831,974,37,8,2
9832,13,78,39,3
9833,605,89,63,3
9834,482,25,13,3
9835,178,1,86,2
9836,870,21,68,4
9837,668,14,60,2
9838,211,34,43,1
9839,699,5,54,2
9840,28,23,96,1
9841,847,16,27,5
9842,620,69,93,3
9843,105,91,51,1
9844,462,35,42,5
9845,838,63,39,5
9846,73,95,7,1
9847,52,98,41,5
9848,721,38,21,5
9849,650,4,69,4
9850,262,27,61,1
9851,688,58,47,2
9852,343,67,62,3
9853,979,40,43,1
9854,398,61,47,5
9855,85,61,56,4
9856,335,52,13,2
9857,472,46,1,5
9858,408,75,11,3
9859,34,46,83,3
9860,918,66,21,3
9861,544,69,28,2
9862,499,42,44,5
9863,276,33,71,5
9864,135,18,6,2
9865,770,47,67,4
9866,504,74,47,1
9867,502,24,44,3
9868,399,30,50,3
9869,533,49,70,3
9870,714,26,38,1
9871,419,40,38,1
9872,541,53,46,5
9873,891,12,70,1
9874,900,9,71,5
9875,972,9,64,5
9876,964,36,16,2
9877,62,10,58,3
9878,984,59,42,3
9879,220,32,53,2
9880,652,33,32,3
9881,718,35,98,4
9882,898,30,30,2
9883,333,44,38,1
9884,401,50,11,2
9885,765,6,37,5
9886,881,33,93,3
9887,34,83,99,1
9888,713,86,53,2
9889,396,59,52,4
9890,331,91,63,4
9891,102,46,63,3
9892,282,21,2,4
9893,557,19,58,3
9894,432,65,8,5
9895,895,46,62,4
9896,124,17,52,1
9897,502,53,7,3
9898,611,64,81,4
9899,752,30,21,4
9900,864,19,35,2
9901,947,7,8,4
9902,491,51,60,2
9903,255,56,78,2
9904,631,84,2,3
9905,612,3,50,5
9906,204,8,100,4
9907,899,44,30,2
9908,546,68,32,1
9909,778,86,94,2
9910,365,37,81,4
9911,503,1,40,3
9912,939,90,52,4
9913,473,39,68,4
9914,268,94,33,1
9915,933,54,68,2
9916,829,86,28,4
9917,548,81,98,5
9918,325,24,17,1
9919,516,30,39,2
9920,168,63,89,4
9921,991,35,57,3
9922,777,79,86,2
9923,704,22,5,3
9924,166,44,8,5
9925,19,36,31,4
9926,398,59,25,1
9927,74,9,53,2
9928,280,15,80,2
9929,17,58,85,4
9930,956,59,72,1
9931,737,61,94,3
9932,217,91,100,5
9933,776,77,73,4
9934,367,12,55,1
9935,658,85,63,3
9936,708,46,9,5
9937,362,63,44,1
9938,268,22,18,1
9939,147,72,37,3
9940,499,95,7,4
9941,947,11,77,1
9942,734,51,18,5
9943,608,25,53,5
9944,983,32,75,2
9945,580,91,86,1
9946,163,67,2,1
9947,694,81,10,5
9948,124,90,75,1
9949,278,13,63,3
9950,919,28,32,4
9951,225,52,11,1
9952,139,74,7,5
9953,96,97,44,2
9954,327,34,71,1
9955,872,19,79,2
9956,535,99,11,1
9957,713,26,37,1
9958,94,28,85,1
9959,345,51,22,3
9960,873,18,91,1
9961,345,63,36,2
9962,584,6,74,5
9963,72,41,60,3
9964,954,89,27,3
9965,910,83,96,5
9966,276,18,76,5
9967,246,12,74,2
9968,800,81,25,5
9969,719,69,82,1
9970,365,53,17,3
9971,101,29,58,5
9972,979,34,83,2
9973,441,12,54,2
9974,287,70,17,2
9975,487,77,47,1
9976,527,45,96,4
9977,608,14,61,3
9978,136,80,100,3
9979,775,52,88,5
9980,420,99,51,1
9981,527,70,20,1
9982,693,5,91,2
9983,172,98,9,3
9984,741,27,28,1
9985,628,93,70,2
9986,329,31,82,5
9987,555,61,87,1
9988,766,43,87,5
9989,29,91,25,1
9990,99,27,45,1
9991,891,54,47,4
9992,852,30,33,4
9993,346,67,90,4
9994,431,95,79,3
9995,244,35,95,4
9996,579,81,76,1
9997,98,85,50,1
9998,902,1,88,1
9999,56,98,31,3
10000,449,5,18,5
